Target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Data_transparency.started,key_resp_data_transp.started,Data_transparency.stopped,key_resp_data_transp.keys,key_resp_data_transp.rt,key_resp_data_transp.duration,instructions.started,instructions.stopped,trial.started,trial.stopped,target_position_x_y,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,feedback.started,feedback.stopped,instructions_survey.started,instructions_survey.stopped,instructions_ratings.started,instructions_ratings.stopped,survey_ratings.started,survey_ratings.stopped,furcht.response,liebenswert.response,rated_image,survey_gen.started,survey_gen.stopped,age.text,gender.response,survey_games.started,survey_games.stopped,pc_frequency.response,reaction_games_frequency.response,instructions_neuro.started,instructions_neuro.stopped,survey_neuro.started,survey_neuro.stopped,neuro_1_rev.response,neuro_2.response,neuro_3.response,neuro_4_rev.response,survey_fear.started,survey_fear.stopped,specific_fear_spider.response,specific_fear_snake.response,thanks.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
schiff1,3,4,52,14,,,,,9.469674599997234,,,,,,,,,,7.664557299984153,7.690068600000814,"[0, -300]",[],[],[],[],[],[],[],[],7.6904611000209115,7.69750579999527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
zug1,3,5,53,15,,,,,9.469674599997234,,,,,,,,,,7.697839600034058,7.723479799984489,"[-300, 0]",[],[],[],[],[],[],[],[],7.723926000006031,7.730284299992491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
schlange1,3,6,54,2,,,,,9.469674599997234,,,,,,,,,,7.7305148000014015,7.755559100012761,"[-300, -300]",[],[],[],[],[],[],[],[],7.755999499990139,7.762551699997857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
person2,3,7,55,5,,,,,9.469674599997234,,,,,,,,,,7.762818199989852,7.787262300029397,"[300, -300]",[],[],[],[],[],[],[],[],7.7892745999852195,7.795946100028232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht4,3,8,56,11,,,,,9.469674599997234,,,,,,,,,,7.796206300030462,7.82388430001447,"[-300, 300]",[],[],[],[],[],[],[],[],7.824270699988119,7.8315969000104815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gruppe2,3,9,57,7,,,,,9.469674599997234,,,,,,,,,,7.831843200023286,7.857554699992761,"[300, 300]",[],[],[],[],[],[],[],[],7.857996800041292,7.864785799989477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
spinne1,3,10,58,0,,,,,9.469674599997234,,,,,,,,,,7.865005300031044,7.890676599985454,"[-300, 300]",[],[],[],[],[],[],[],[],7.891064500028733,7.898347400012426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht1,3,11,59,8,,,,,9.469674599997234,,,,,,,,,,7.898563500028104,7.925210800021887,"[0, -300]",[],[],[],[],[],[],[],[],7.925598900008481,7.932868000003509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht3,3,12,60,10,,,,,9.469674599997234,,,,,,,,,,7.935200200008694,7.96019970002817,"[300, -300]",[],[],[],[],[],[],[],[],7.9605899000307545,7.967238100012764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
auto1,3,13,61,12,,,,,9.469674599997234,,,,,,,,,,7.967561800032854,7.994411099993158,"[-300, 0]",[],[],[],[],[],[],[],[],7.994922999991104,8.001750600000378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
spinne2,3,14,62,1,,,,,9.469674599997234,,,,,,,,,,8.002060700033326,8.20311360002961,"[300, -300]",[],[],[],[],[],[],[],[],8.203549200028647,8.214686700026505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
flugzeug1,3,15,63,13,,,,,9.469674599997234,,,,,,,,,,8.214925899985246,8.247054600040428,"[-300, 0]",[],[],[],[],[],[],[],[],8.247444899985567,8.259467300027609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
gesicht4,4,0,64,11,,,,,9.469674599997234,,,,,,,,,,8.259715699998196,8.304133300029207,"[0, 300]",[],[],[],[],[],[],[],[],8.304557399998885,8.316437900008168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
spinne2,4,1,65,1,,,,,9.469674599997234,,,,,,,,,,8.316748399985954,8.535832900030073,"[0, -300]",[],[],[],[],[],[],[],[],8.536249900003895,8.54806900001131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905066,001,2023-11-06_10h54.13.028,Selektive Wahrnehmung,2023.2.2,59.92376497773995,2023-11-06 10h54.25.712402 +0100,
